raw_city,raw_state,standardized_city,standardized_state,match_method
jiquirica,BA,Jiquiriçá,BA,municipio
jiquiriçá,BA,Jiquiriçá,BA,municipio
jitauna,BA,Jitaúna,BA,municipio
jitaúna,BA,Jitaúna,BA,municipio
joao dourado,BA,João Dourado,BA,municipio
joão amaro,BA,Iaçu,BA,distrito
joão dourado,BA,João Dourado,BA,municipio
juazeiro,BA,Juazeiro,BA,municipio
jucurucu,BA,Jucuruçu,BA,municipio
jucuruçu,BA,Jucuruçu,BA,municipio
jussara,BA,Jussara,BA,municipio
jussari,BA,Jussari,BA,municipio
jussiape,BA,Jussiape,BA,municipio
lafaiete coutinho,BA,Lafaiete Coutinho,BA,municipio
lagoa real,BA,Lagoa Real,BA,municipio
laje,BA,Laje,BA,municipio
lajedao,BA,Lajedão,BA,municipio
lajedinho,BA,Lajedinho,BA,municipio
lajedo do tabocal,BA,Lajedo do Tabocal,BA,municipio
lamarao,BA,Lamarão,BA,municipio
lapao,BA,Lapão,BA,municipio
lapão,BA,Lapão,BA,municipio
lauro de freitas,BA,Lauro de Freitas,BA,municipio
lencois,BA,Lençóis,BA,municipio
lençóis,BA,Lençóis,BA,municipio
licinio de almeida,BA,Licínio de Almeida,BA,municipio
licínio de almeida,BA,Licínio de Almeida,BA,municipio
livramento de nossa senhora,BA,Livramento de Nossa Senhora,BA,municipio
lucaia,BA,Planalto,BA,distrito
luis eduardo magalhaes,BA,Luís Eduardo Magalhães,BA,municipio
luís eduardo magalhães,BA,Luís Eduardo Magalhães,BA,municipio
macajuba,BA,Macajuba,BA,municipio
macarani,BA,Macarani,BA,municipio
macaubas,BA,Macaúbas,BA,municipio
macaúbas,BA,Macaúbas,BA,municipio
macurure,BA,Macururé,BA,municipio
macururé,BA,Macururé,BA,municipio
madre de deus,BA,Madre de Deus,BA,municipio
maetinga,BA,Maetinga,BA,municipio
maiquinique,BA,Maiquinique,BA,municipio
mairi,BA,Mairi,BA,municipio
malhada,BA,Malhada,BA,municipio
malhada de pedras,BA,Malhada de Pedras,BA,municipio
maniacu,BA,Caetité,BA,distrito
manoel vitorino,BA,Manoel Vitorino,BA,municipio
mansidao,BA,Mansidão,BA,municipio
mansidão,BA,Mansidão,BA,municipio
maracas,BA,Maracás,BA,municipio
maracás,BA,Maracás,BA,municipio
maragogipe,BA,Maragogipe,BA,municipio
marau,BA,Maraú,BA,municipio
maraú,BA,Maraú,BA,municipio
marcionilio souza,BA,Marcionílio Souza,BA,municipio
marcionílio souza,BA,Marcionílio Souza,BA,municipio
mascote,BA,Mascote,BA,municipio
mata de sao joao,BA,Mata de São João,BA,municipio
mata de são joão,BA,Mata de São João,BA,municipio
matina,BA,Matina,BA,municipio
medeiros neto,BA,Medeiros Neto,BA,municipio
menino jesus,BA,Candeias,BA,distrito
miguel calmon,BA,Miguel Calmon,BA,municipio
milagres,BA,Milagres,BA,municipio
mirangaba,BA,Mirangaba,BA,municipio
mirante,BA,Mirante,BA,municipio
monte gordo,BA,Camaçari,BA,distrito
monte gordo (camacari) - distrito,BA,Camaçari,BA,manual_review
monte santo,BA,Monte Santo,BA,municipio
morpara,BA,Morpará,BA,municipio
morpará,BA,Morpará,BA,municipio
morro de sao paulo,BA,Cairu,BA,viacep
morro de são paulo,BA,Cairu,BA,viacep
morro do chapeu,BA,Morro do Chapéu,BA,municipio
morro do chapéu,BA,Morro do Chapéu,BA,municipio
mortugaba,BA,Mortugaba,BA,municipio
mucuge,BA,Mucugê,BA,municipio
mucugê,BA,Mucugê,BA,municipio
mucuri,BA,Mucuri,BA,municipio
mulungu do morro,BA,Mulungu do Morro,BA,municipio
mundo novo,BA,Mundo Novo,BA,municipio
muniz ferreira,BA,Muniz Ferreira,BA,municipio
muquem de sao francisco,BA,Muquém do São Francisco,BA,fuzzy
muquem do sao francisco,BA,Muquém do São Francisco,BA,municipio
muquém de são francisco,BA,Muquém do São Francisco,BA,fuzzy
muritiba,BA,Muritiba,BA,municipio
mutuipe,BA,Mutuípe,BA,municipio
mutuípe,BA,Mutuípe,BA,municipio
nazare,BA,Nazaré,BA,municipio
nazaré,BA,Nazaré,BA,municipio
nilo pecanha,BA,Nilo Peçanha,BA,municipio
nilo peçanha,BA,Nilo Peçanha,BA,municipio
nordestina,BA,Nordestina,BA,municipio
nova canaa,BA,Nova Canaã,BA,municipio
nova canaã,BA,Nova Canaã,BA,municipio
nova fatima,BA,Nova Fátima,BA,municipio
nova ibia,BA,Nova Ibiá,BA,municipio
nova itarana,BA,Nova Itarana,BA,municipio
nova redencao,BA,Nova Redenção,BA,municipio
nova redencao bahia,BA,Nova Redenção,BA,manual_review
nova redenção,BA,Nova Redenção,BA,municipio
nova soure,BA,Nova Soure,BA,municipio
nova vicosa,BA,Nova Viçosa,BA,municipio
nova viçosa,BA,Nova Viçosa,BA,municipio
novo horizonte,BA,Novo Horizonte,BA,municipio
novo triunfo,BA,Novo Triunfo,BA,municipio
nucleo residencial pilar,BA,Jaguarari,BA,viacep
olindina,BA,Olindina,BA,municipio
oliveira dos brejinhos,BA,Oliveira dos Brejinhos,BA,municipio
ouricangas,BA,Ouriçangas,BA,municipio
ourolandia,BA,Ourolândia,BA,municipio
ourolândia,BA,Ourolândia,BA,municipio
palmas de monte alto,BA,Palmas de Monte Alto,BA,municipio
palmeiras,BA,Palmeiras,BA,municipio
paramirim,BA,Paramirim,BA,municipio
paratinga,BA,Paratinga,BA,municipio
paripiranga,BA,Paripiranga,BA,municipio
passagem dos teixeiras,BA,Candeias,BA,distrito
passé,BA,Candeias,BA,distrito
pau brasil,BA,Pau Brasil,BA,municipio
paulo afonso,BA,Paulo Afonso,BA,municipio
pe de serra,BA,Pé de Serra,BA,municipio
pedrao,BA,Pedrão,BA,municipio
pedro alexandre,BA,Pedro Alexandre,BA,municipio
piata,BA,Piatã,BA,municipio
piatã,BA,Piatã,BA,municipio
pilao arcado,BA,Pilão Arcado,BA,municipio
pilão arcado,BA,Pilão Arcado,BA,municipio
pindai,BA,Pindaí,BA,municipio
pindaí,BA,Pindaí,BA,municipio
pindobacu,BA,Pindobaçu,BA,municipio
pindobaçu,BA,Pindobaçu,BA,municipio
pintadas,BA,Pintadas,BA,municipio
pirai do norte,BA,Piraí do Norte,BA,municipio
piraí do norte,BA,Piraí do Norte,BA,municipio
piripa,BA,Piripá,BA,municipio
piripá,BA,Piripá,BA,municipio
piritiba,BA,Piritiba,BA,municipio
planaltino,BA,Planaltino,BA,municipio
planalto,BA,Planalto,BA,municipio
pocoes,BA,Poções,BA,municipio
pojuca,BA,Pojuca,BA,municipio
ponto novo,BA,Ponto Novo,BA,municipio
porto seguro,BA,Porto Seguro,BA,municipio
posto da mata,BA,Nova Viçosa,BA,distrito
potiragua,BA,Potiraguá,BA,municipio
potiraguá,BA,Potiraguá,BA,municipio
poções,BA,Poções,BA,municipio
prado,BA,Prado,BA,municipio
presidente dutra,BA,Presidente Dutra,BA,municipio
presidente janio quadros,BA,Presidente Jânio Quadros,BA,municipio
presidente tancredo neves,BA,Presidente Tancredo Neves,BA,municipio
pé de serra,BA,Pé de Serra,BA,municipio
queimadas,BA,Queimadas,BA,municipio
quijingue,BA,Quijingue,BA,municipio
quixabeira,BA,Quixabeira,BA,municipio
rafael jambeiro,BA,Rafael Jambeiro,BA,municipio
remanso,BA,Remanso,BA,municipio
retirolandia,BA,Retirolândia,BA,municipio
retirolândia,BA,Retirolândia,BA,municipio
riachao das neves,BA,Riachão das Neves,BA,municipio
riachao do jacuipe,BA,Riachão do Jacuípe,BA,municipio
riacho de santana,BA,Riacho de Santana,BA,municipio
riachão das neves,BA,Riachão das Neves,BA,municipio
riachão do jacuípe,BA,Riachão do Jacuípe,BA,municipio
ribeira do amparo,BA,Ribeira do Amparo,BA,municipio
ribeira do pombal,BA,Ribeira do Pombal,BA,municipio
ribeirao do largo,BA,Ribeirão do Largo,BA,municipio
rio de contas,BA,Rio de Contas,BA,municipio
rio do antonio,BA,Rio do Antônio,BA,municipio
rio do antônio,BA,Rio do Antônio,BA,municipio
rio do meio,BA,Itororó,BA,distrito
rio do pires,BA,Rio do Pires,BA,municipio
rio real,BA,Rio Real,BA,municipio
roda velha,BA,São Desidério,BA,viacep
rodelas,BA,Rodelas,BA,municipio
ruy barbosa,BA,Ruy Barbosa,BA,municipio
salgadalia,BA,Conceição do Coité,BA,distrito
salinas da margarida,BA,Salinas da Margarida,BA,municipio
salobro,BA,Canarana,BA,viacep
salvador,BA,Salvador,BA,municipio
santa barbara,BA,Santa Bárbara,BA,municipio
santa brigida,BA,Santa Brígida,BA,municipio
santa brígida,BA,Santa Brígida,BA,municipio
santa cruz cabralia,BA,Santa Cruz Cabrália,BA,municipio
santa cruz cabrália,BA,Santa Cruz Cabrália,BA,municipio
santa cruz da vitoria,BA,Santa Cruz da Vitória,BA,municipio
santa cruz da vitória,BA,Santa Cruz da Vitória,BA,municipio
santa ines,BA,Santa Inês,BA,municipio
santa inês,BA,Santa Inês,BA,municipio
santa luzia,BA,Santa Luzia,BA,municipio
santa maria da vitoria,BA,Santa Maria da Vitória,BA,municipio
santa maria da vitória,BA,Santa Maria da Vitória,BA,municipio
santa rita de cassia,BA,Santa Rita de Cássia,BA,municipio
santa rita de cássia,BA,Santa Rita de Cássia,BA,municipio
santa teresinha,BA,Santa Terezinha,BA,fuzzy
santa terezinha,BA,Santa Terezinha,BA,municipio
santaluz,BA,Santaluz,BA,municipio
santana,BA,Santana,BA,municipio
santana do sobrado,BA,Casa Nova,BA,viacep
santanopolis,BA,Santanópolis,BA,municipio
santanópolis,BA,Santanópolis,BA,municipio
santo amaro,BA,Santo Amaro,BA,municipio
santo antonio de jesus,BA,Santo Antônio de Jesus,BA,municipio
santo antônio de jesus,BA,Santo Antônio de Jesus,BA,municipio
santo estevao,BA,Santo Estêvão,BA,municipio
santo estevão,BA,Santo Estêvão,BA,municipio
santo estêvão,BA,Santo Estêvão,BA,municipio
sao desiderio,BA,São Desidério,BA,municipio
sao domingos,BA,São Domingos,BA,municipio
sao felipe,BA,São Felipe,BA,municipio
sao felix,BA,São Félix,BA,municipio
sao felix do coribe,BA,São Félix do Coribe,BA,municipio
sao francisco do conde,BA,São Francisco do Conde,BA,municipio
sao gabriel,BA,São Gabriel,BA,municipio
sao goncalo dos campos,BA,São Gonçalo dos Campos,BA,municipio
sao joao da fortaleza,BA,Cícero Dantas,BA,distrito
sao jose da vitoria,BA,São José da Vitória,BA,municipio
sao jose do jacuipe,BA,São José do Jacuípe,BA,municipio
sao miguel das matas,BA,São Miguel das Matas,BA,municipio
sao roque do paraguacu,BA,Maragogipe,BA,distrito
sao sebastiao do passe,BA,São Sebastião do Passé,BA,municipio
sapeacu,BA,Sapeaçu,BA,municipio
sapeaçu,BA,Sapeaçu,BA,municipio
satiro dias,BA,Sátiro Dias,BA,municipio
saubara,BA,Saubara,BA,municipio
saude,BA,Saúde,BA,municipio
saúde,BA,Saúde,BA,municipio
seabra,BA,Seabra,BA,municipio
sebastiao laranjeiras,BA,Sebastião Laranjeiras,BA,municipio
sebastião laranjeiras,BA,Sebastião Laranjeiras,BA,municipio
senhor do bonfim,BA,Senhor do Bonfim,BA,municipio
sento se,BA,Sento Sé,BA,municipio
sento sé,BA,Sento Sé,BA,municipio
serra do ramalho,BA,Serra do Ramalho,BA,municipio
serra dourada,BA,Serra Dourada,BA,municipio
serra preta,BA,Serra Preta,BA,municipio
serrinha,BA,Serrinha,BA,municipio
serrolandia,BA,Serrolândia,BA,municipio
serrolândia,BA,Serrolândia,BA,municipio
simoes filho,BA,Simões Filho,BA,municipio
simões filho,BA,Simões Filho,BA,municipio
sitio do mato,BA,Sítio do Mato,BA,municipio
sitio do quinto,BA,Sítio do Quinto,BA,municipio
sobradinho,BA,Sobradinho,BA,municipio
souto soares,BA,Souto Soares,BA,municipio
sátiro dias,BA,Sátiro Dias,BA,municipio
são desidério,BA,São Desidério,BA,municipio
são domingos,BA,São Domingos,BA,municipio
são felipe,BA,São Felipe,BA,municipio
são francisco do conde,BA,São Francisco do Conde,BA,municipio
são félix,BA,São Félix,BA,municipio
são félix do coribe,BA,São Félix do Coribe,BA,municipio
são gabriel,BA,São Gabriel,BA,municipio
são gonçalo dos campos,BA,São Gonçalo dos Campos,BA,municipio
são josé da vitória,BA,São José da Vitória,BA,municipio
são josé do jacuípe,BA,São José do Jacuípe,BA,municipio
são miguel das matas,BA,São Miguel das Matas,BA,municipio
são sebastião do passe,BA,São Sebastião do Passé,BA,municipio
são sebastião do passé,BA,São Sebastião do Passé,BA,municipio
sítio do mato,BA,Sítio do Mato,BA,municipio
sítio do quinto,BA,Sítio do Quinto,BA,municipio
sítio grande,BA,São Desidério,BA,distrito
tabocas do brejo velho,BA,Tabocas do Brejo Velho,BA,municipio
taboquinhas,BA,Itacaré,BA,distrito
tanhacu,BA,Tanhaçu,BA,municipio
tanhaçu,BA,Tanhaçu,BA,municipio
tanque novo,BA,Tanque Novo,BA,municipio
tanquinho,BA,Tanquinho,BA,municipio
taperoa,BA,Taperoá,BA,municipio
taperoá,BA,Taperoá,BA,municipio
tapiramuta,BA,Tapiramutá,BA,municipio
tapiramutá,BA,Tapiramutá,BA,municipio
tauape,BA,Licínio de Almeida,BA,distrito
teixeira de freitas,BA,Teixeira de Freitas,BA,municipio
teodoro sampaio,BA,Teodoro Sampaio,BA,municipio
teofilandia,BA,Teofilândia,BA,municipio
teofilândia,BA,Teofilândia,BA,municipio
teolandia,BA,Teolândia,BA,municipio
teolândia,BA,Teolândia,BA,municipio
terra nova,BA,Terra Nova,BA,municipio
trancoso,BA,Porto Seguro,BA,distrito
tremedal,BA,Tremedal,BA,municipio
tucano,BA,Tucano,BA,municipio
uaua,BA,Uauá,BA,municipio
uauá,BA,Uauá,BA,municipio
ubaira,BA,Ubaíra,BA,municipio
ubaitaba,BA,Ubaitaba,BA,municipio
ubata,BA,Ubatã,BA,municipio
ubatã,BA,Ubatã,BA,municipio
ubaíra,BA,Ubaíra,BA,municipio
ubiraita,BA,Andaraí,BA,distrito
uibai,BA,Uibaí,BA,municipio
uibaí,BA,Uibaí,BA,municipio
umburanas,BA,Umburanas,BA,municipio
una,BA,Una,BA,municipio
urandi,BA,Urandi,BA,municipio
urucuca,BA,Uruçuca,BA,municipio
uruçuca,BA,Uruçuca,BA,municipio
utinga,BA,Utinga,BA,municipio
valenca,BA,Valença,BA,municipio
valente,BA,Valente,BA,municipio
valença,BA,Valença,BA,municipio
varzea da roca,BA,Várzea da Roça,BA,municipio
varzea do poco,BA,Várzea do Poço,BA,municipio
varzea nova,BA,Várzea Nova,BA,municipio
varzedo,BA,Varzedo,BA,municipio
vera cruz,BA,Vera Cruz,BA,municipio
vereda,BA,Vereda,BA,municipio
vitoria da conquista,BA,Vitória da Conquista,BA,municipio
vitória da conquista,BA,Vitória da Conquista,BA,municipio
várzea da roça,BA,Várzea da Roça,BA,municipio
várzea do poço,BA,Várzea do Poço,BA,municipio
várzea nova,BA,Várzea Nova,BA,municipio
wagner,BA,Wagner,BA,municipio
wanderley,BA,Wanderley,BA,municipio
wenceslau guimaraes,BA,Wenceslau Guimarães,BA,municipio
wenceslau guimarães,BA,Wenceslau Guimarães,BA,municipio
xique-xique,BA,Xique-Xique,BA,municipio
água fria,BA,Água Fria,BA,municipio
érico cardoso,BA,Érico Cardoso,BA,municipio
abaiara,CE,Abaiara,CE,municipio
acarape,CE,Acarape,CE,municipio
acarau,CE,Acaraú,CE,municipio
acaraú,CE,Acaraú,CE,municipio
acopiara,CE,Acopiara,CE,municipio
aiuaba,CE,Aiuaba,CE,municipio
alcantaras,CE,Alcântaras,CE,municipio
alcântaras,CE,Alcântaras,CE,municipio
altaneira,CE,Altaneira,CE,municipio
alto santo,CE,Alto Santo,CE,municipio
amanari,CE,Maranguape,CE,distrito
amontada,CE,Amontada,CE,municipio
antonina do norte,CE,Antonina do Norte,CE,municipio
apuiares,CE,Apuiarés,CE,municipio
apuiarés,CE,Apuiarés,CE,municipio
aquiraz,CE,Aquiraz,CE,municipio
aracati,CE,Aracati,CE,municipio
aracoiaba,CE,Aracoiaba,CE,municipio
ararenda,CE,Ararendá,CE,municipio
ararendá,CE,Ararendá,CE,municipio
araripe,CE,Araripe,CE,municipio
aratuba,CE,Aratuba,CE,municipio
arneiroz,CE,Arneiroz,CE,municipio
assare,CE,Assaré,CE,municipio
assaré,CE,Assaré,CE,municipio
aurora,CE,Aurora,CE,municipio
baixio,CE,Baixio,CE,municipio
banabuiu,CE,Banabuiú,CE,municipio
banabuiú,CE,Banabuiú,CE,municipio
barbalha,CE,Barbalha,CE,municipio
barreira,CE,Barreira,CE,municipio
barro,CE,Barro,CE,municipio
barroquinha,CE,Barroquinha,CE,municipio
baturite,CE,Baturité,CE,municipio
baturité,CE,Baturité,CE,municipio
beberibe,CE,Beberibe,CE,municipio
bela cruz,CE,Bela Cruz,CE,municipio
bitupita,CE,Barroquinha,CE,distrito
boa viagem,CE,Boa Viagem,CE,municipio
brejo santo,CE,Brejo Santo,CE,municipio
caicara,CE,Canindé,CE,distrito
camocim,CE,Camocim,CE,municipio
campos sales,CE,Campos Sales,CE,municipio
caninde,CE,Canindé,CE,municipio
canindé,CE,Canindé,CE,municipio
capistrano,CE,Capistrano,CE,municipio
caponga,CE,Cascavel,CE,distrito
caridade,CE,Caridade,CE,municipio
carire,CE,Cariré,CE,municipio
caririacu,CE,Caririaçu,CE,municipio
caririaçu,CE,Caririaçu,CE,municipio
cariré,CE,Cariré,CE,municipio
carius,CE,Cariús,CE,municipio
cariús,CE,Cariús,CE,municipio
carnaubal,CE,Carnaubal,CE,municipio
cascavel,CE,Cascavel,CE,municipio
catarina,CE,Catarina,CE,municipio
catunda,CE,Catunda,CE,municipio
caucaia,CE,Caucaia,CE,municipio
cedro,CE,Cedro,CE,municipio
chaval,CE,Chaval,CE,municipio
chorozinho,CE,Chorozinho,CE,municipio
coreau,CE,Coreaú,CE,municipio
coreaú,CE,Coreaú,CE,municipio
crateus,CE,Crateús,CE,municipio
crateús,CE,Crateús,CE,municipio
crato,CE,Crato,CE,municipio
croata,CE,Croatá,CE,municipio
croatá,CE,Croatá,CE,municipio
cruz,CE,Cruz,CE,municipio
deputado irapuan pinheiro,CE,Deputado Irapuan Pinheiro,CE,municipio
deserto,CE,Itapipoca,CE,distrito
dourado,CE,Guaiúba,CE,distrito
erere,CE,Ereré,CE,municipio
eusebio,CE,Eusébio,CE,municipio
eusébio,CE,Eusébio,CE,municipio
farias brito,CE,Farias Brito,CE,municipio
feiticeiro,CE,Jaguaribe,CE,distrito
flores,CE,Ipu,CE,distrito
forquilha,CE,Forquilha,CE,municipio
fortaleza,CE,Fortaleza,CE,municipio
fortim,CE,Fortim,CE,municipio
frecheirinha,CE,Frecheirinha,CE,municipio
general sampaio,CE,General Sampaio,CE,municipio
graca,CE,Graça,CE,municipio
granja,CE,Granja,CE,municipio
granjeiro,CE,Granjeiro,CE,municipio
groairas,CE,Groaíras,CE,municipio
guaiuba,CE,Guaiúba,CE,municipio
guaraciaba do norte,CE,Guaraciaba do Norte,CE,municipio
guaramiranga,CE,Guaramiranga,CE,municipio
guassusse,CE,Orós,CE,distrito
guassussê,CE,Orós,CE,distrito
hidrolandia,CE,Hidrolândia,CE,municipio
hidrolândia,CE,Hidrolândia,CE,municipio
horizonte,CE,Horizonte,CE,municipio
ibaretama,CE,Ibaretama,CE,municipio
ibiapina,CE,Ibiapina,CE,municipio
ibicua,CE,Piquet Carneiro,CE,distrito
ibicuitinga,CE,Ibicuitinga,CE,municipio
icapui,CE,Icapuí,CE,municipio
icapuí,CE,Icapuí,CE,municipio
ico,CE,Icó,CE,municipio
icó,CE,Icó,CE,municipio
iguatu,CE,Iguatu,CE,municipio
independencia,CE,Independência,CE,municipio
ipaporanga,CE,Ipaporanga,CE,municipio
ipaumirim,CE,Ipaumirim,CE,municipio
ipu,CE,Ipu,CE,municipio
ipueiras,CE,Ipueiras,CE,municipio
iracema,CE,Iracema,CE,municipio
iraucuba,CE,Irauçuba,CE,municipio
irauçuba,CE,Irauçuba,CE,municipio
itaicaba,CE,Itaiçaba,CE,municipio
itaitinga,CE,Itaitinga,CE,municipio
itapage,CE,Itapajé,CE,fuzzy
itapaje,CE,Itapajé,CE,municipio
itapajé,CE,Itapajé,CE,municipio
itapipoca,CE,Itapipoca,CE,municipio
itapiuna,CE,Itapiúna,CE,municipio
itapiúna,CE,Itapiúna,CE,municipio
itarema,CE,Itarema,CE,municipio
jaguaretama,CE,Jaguaretama,CE,municipio
jaguaribara,CE,Jaguaribara,CE,municipio
jaguaribe,CE,Jaguaribe,CE,municipio
jaguaruana,CE,Jaguaruana,CE,municipio
jaibaras,CE,Sobral,CE,distrito
jardim,CE,Jardim,CE,municipio
jati,CE,Jati,CE,municipio
jijoca de jericoacoara,CE,Jijoca de Jericoacoara,CE,municipio
jordao,CE,Sobral,CE,distrito
juatama,CE,Quixadá,CE,distrito
juazeiro do norte,CE,Juazeiro do Norte,CE,municipio
jucas,CE,Jucás,CE,municipio
jucás,CE,Jucás,CE,municipio
juzeiro do norte,CE,Juazeiro do Norte,CE,fuzzy
lages,CE,Maranguape,CE,distrito
lagoa do mato,CE,Itatira,CE,distrito
lagoinha,CE,Paraipaba,CE,distrito
lavras da mangabeira,CE,Lavras da Mangabeira,CE,municipio
limoeiro do norte,CE,Limoeiro do Norte,CE,municipio
madalena,CE,Madalena,CE,municipio
mangabeira,CE,Lavras da Mangabeira,CE,distrito
maracanau,CE,Maracanaú,CE,municipio
maracanaú,CE,Maracanaú,CE,municipio
maranguape,CE,Maranguape,CE,municipio
marco,CE,Marco,CE,municipio
martinopole,CE,Martinópole,CE,municipio
martinópole,CE,Martinópole,CE,municipio
massape,CE,Massapê,CE,municipio
massapê,CE,Massapê,CE,municipio
mauriti,CE,Mauriti,CE,municipio
meruoca,CE,Meruoca,CE,municipio
milagres,CE,Milagres,CE,municipio
milha,CE,Milhã,CE,municipio
milhã,CE,Milhã,CE,municipio
mineirolândia,CE,Pedra Branca,CE,distrito
miraima,CE,Miraíma,CE,municipio
missao velha,CE,Missão Velha,CE,municipio
missi,CE,Irauçuba,CE,distrito
missão velha,CE,Missão Velha,CE,municipio
mombaca,CE,Mombaça,CE,municipio
mombaça,CE,Mombaça,CE,municipio
monsenhor tabosa,CE,Monsenhor Tabosa,CE,municipio
morada nova,CE,Morada Nova,CE,municipio
moraujo,CE,Moraújo,CE,municipio
morrinhos,CE,Morrinhos,CE,municipio
mucambo,CE,Mucambo,CE,municipio
mulungu,CE,Mulungu,CE,municipio
nova floresta,CE,Jaguaribe,CE,distrito
nova olinda,CE,Nova Olinda,CE,municipio
nova russas,CE,Nova Russas,CE,municipio
novo oriente,CE,Novo Oriente,CE,municipio
ocara,CE,Ocara,CE,municipio
oros,CE,Orós,CE,municipio
orós,CE,Orós,CE,municipio
pacajus,CE,Pacajus,CE,municipio
pacatuba,CE,Pacatuba,CE,municipio
pacoti,CE,Pacoti,CE,municipio
pacuja,CE,Pacujá,CE,municipio
pacujá,CE,Pacujá,CE,municipio
palhano,CE,Palhano,CE,municipio
palmacia,CE,Palmácia,CE,municipio
paracuru,CE,Paracuru,CE,municipio
paraipaba,CE,Paraipaba,CE,municipio
parambu,CE,Parambu,CE,municipio
paramoti,CE,Paramoti,CE,municipio
pecem,CE,São Gonçalo do Amarante,CE,distrito
pedra branca,CE,Pedra Branca,CE,municipio
penaforte,CE,Penaforte,CE,municipio
pentecoste,CE,Pentecoste,CE,municipio
pereiro,CE,Pereiro,CE,municipio
